Student name,semester new,coursename
Billy Collins,Summer 2003,DIGITAL MEDIA & THE CITY
Billy Collins,Spring 2005,19TH-CENT BRITISH LIT
Billy Collins,Summer 2000,BRITISH POETRY 1660-1914
Rhonda Fleming Mann,Fall 2004,AMERICAN FOREIGN POLICY
Rhonda Fleming Mann,Fall 2001,AMERICAN HEALTH POLICY
Rhonda Fleming Mann,Fall 2003,COMPUT LINEAR ALGEBRA
Rhonda Fleming Mann,Fall 2002,Environmental Case Studies
Jane Russell,Spring 2005,COMPUT LINEAR ALGEBRA
Jane Russell,Spring 2005,A WORLD AT WAR
Muhammad Ali,Fall 2003,BEHAVIORAL PHARMACOLOGY
Muhammad Ali,Fall 2004,AMERICAN FOREIGN POLICY
Muhammad Ali,Spring 2005,FOOD/FEAST ARCH OF TABLE
Muhammad Ali,Summer 2000,ECONOMETRIC FORECASTING
Muhammad Ali,Spring 2003,AMERICAN HEALTH POLICY
Muhammad Ali,Fall 2001,COMPUT LINEAR ALGEBRA
Muhammad Ali,Fall 2001,Environmental Case Studies
Muhammad Ali,Spring 2004,AMERICAN HEALT POLICY
Muhammad Ali,Spring 2004,EDGAR ALLAM POE'S SCIEN
Muhammad Ali,Fall 2002,ANALYTICAL MECHANICS
Muhammad Ali,Spring 2005,CONTEMPORARY AFRICAN ART
Muhammad Ali,Spring 2002,FICTION WRITING WORKSHOP
Muhammad Ali,Fall 2003,A WORLD AT WAR
Muhammad Ali,Fall 2000,EXPERIMENTAL WRITING SEM: The Ecology of Poetry
Muhammad Ali,Fall 2004,19TH-CENT BRITISH LIT
Muhammad Ali,Spring 2003,AMERICAN SOUTH 1861-PRES
Philip Knight,Fall 2004,BEHAVIORAL PHARMACOLOGY
Philip Knight,Fall 2005,FOOD/FEAST ARCH OF TABLE
Philip Knight,Spring 2004,CURR ISSUES GLOBAL HEALT
Philip Knight,Fall 2003,COMPUT LINEAR ALGEBRA
Philip Knight,Fall 2003,Environmental Case Studies
Philip Knight,Spring 2002,ANALYTICAL MECHANICS
Philip Knight,Fall 2004,A WORLD AT WAR
Philip Knight,Summer 2004,"EYE, MIND AND IMAGE"
Philip Knight,Spring 2002,19TH-CENT BRITISH LIT
Philip Knight,Summer 2003,BRITISH POETRY 1660-1914
Victor K. Kiam II,Summer 2004,BEHAVIORAL PHARMACOLOGY
Victor K. Kiam II,Spring 2005,COMPUT LINEAR ALGEBRA
Victor K. Kiam II,Summer 2001,Environmental Case Studies
Victor K. Kiam II,Summer 2000,BRITAIN SINCE 1945
Victor K. Kiam II,Summer 2004,ANALYTICAL MECHANICS
Victor K. Kiam II,Summer 2002,A WORLD AT WAR
Ed Bradley,Summer 2004,BEHAVIORAL PHARMACOLOGY
Ed Bradley,Summer 2002,AMERICAN FOREIGN POLICY
Ed Bradley,Spring 2005,DEVIL'S PACT LIT/FILM
Ed Bradley,Summer 2000,COMPUT LINEAR ALGEBRA
Ed Bradley,Summer 2002,Environmental Case Studies
Ed Bradley,Summer 2003,"BEING HUMAN: Being Human: Biology, Culture & Human Diversity"
Ed Bradley,Summer 2003,ACCELERATED INTERMD GRMN
Ed Bradley,Summer 2001,ANALYTICAL MECHANICS
Ed Bradley,Summer 2000,A WORLD AT WAR
Ed Bradley,Summer 2004,CELL BIOLOGY and BIOCHEM
Ed Bradley,Summer 2001,ELEMENTARY FRENCH I
Ed Bradley,Spring 2005,COMPARATIVE POLITICS
Pat Carroll,Fall 2000,"EUR PRE-1800, BF SEM, UTOPIA"
PPatti Page,Fall 2000,ENVIRONMENTAL SYSTEMS II
PPatti Page,Fall 2000,COMPUTER LINEAR ALGEBRA
PPatti Page,Fall 2001,ANALYTICAL MECHANICS
Reba McEntire,Spring 2001,FOOD/FEAST ARCH OF TABLE
Reba McEntire,Spring 2001,Environmental Case Studies
Reba McEntire,Spring 2004,ANALYTICAL MECHANICS
Gov. Mario Cuomo,Fall 2003,AMERICAN FOREIGN POLICY
Gov. Mario Cuomo,Spring 2001,COMPUT LINEAR ALGEBRA
Gov. Mario Cuomo,Fall 2001,A WORLD AT WAR
Gov. Mario Cuomo,Fall 2000,EXPERIMENTAL WRITING SEM: The Ecology of Poetry
Shari Lewis,Summer 2004,BEHAVIORAL PHARMACOLOGY
Shari Lewis,Summer 2002,Environmental Case Studies
Shari Lewis,Summer 2002,A WORLD AT WAR
Shari Lewis,Summer 2004,ELEMENTARY FRENCH I
Ken Follett 2004,Spring 2004,BEHAVIORAL PHARMACOLOGY
Ken Follett 2004,Spring 2005,AMERICAN FOREIGN POLICY
Ken Follett 2004,Spring 2002,COMPUT LINEAR ALGEBRA
Ken Follett 2004,Fall 2004,Environmental Case Studies
Ken Follett 2004,Spring 2001,A WORLD AT WAR
Ken Follett 2004,Summer 2004,ELEMENTARY ARABIC II
Gray Davis,Spring 2003,COMPUT LINEAR ALGEBRA
Gray Davis,Spring 2003,Environmental Case Studies
Gray Davis,Summer 2004,A WORLD AT WAR
Gray Davis,Spring 2004,EXPERIMENTAL WRITING SEM: The Ecology of Poetry
Annette Funicello,Fall 2004,BEHAVIORAL PHARMACOLOGY
Annette Funicello,Spring 2001,FOOD/FEAST ARCH OF TABLE
Annette Funicello,Spring 2003,COMPUT LINEAR ALGEBRA
Annette Funicello,Spring 2002,CONTEMPORARY POL.THOUGHT
Annette Funicello,Fall 2004,Environmental Case Studies
Annette Funicello,Summer 2000,ACCELERATED INTERMD GRMN
Annette Funicello,Spring 2003,ANALYTICAL MECHANICS
Annette Funicello,Summer 2001,CONTEMPORARY AFRICAN ART
Annette Funicello,Spring 2001,A WORLD AT WAR
Annette Funicello,Fall 2003,EXPERIMENTAL WRITING SEM: The Ecology of Poetry
Annette Funicello,Spring 2005,CELL. BIOL. & BIOCHEM.
Annette Funicello,Spring 2004,EPIC TRADITIONS OF INDIA
Annette Funicello,Spring 2005,COMPARATIVE POLITICS
Annette Funicello,Summer 2000,BRITISH POETRY 1660-1914
Jane Pauley,Spring 2002,COMPUT LINEAR ALGEBRA
Jane Pauley,Spring 2005,Environmental Case Studies
Jane Pauley,Spring 2004,EDGAR ALLAM POE'S SCIEN
Frank Sinatra Jr.,Spring 2001,BEHAVIORAL PHARMACOLOGY
Frank Sinatra Jr.,Spring 2001,CREATIVE WRITING: WRITING PERSONAL ESSAY
Frank Sinatra Jr.,Fall 2005,FOOD/FEAST ARCH OF TABLE
Frank Sinatra Jr.,Spring 2002,CREATIVE WRITING: CREAT. WRITE: FICT/POET
Frank Sinatra Jr.,Fall 2004,COMPUT LINEAR ALGEBRA
Frank Sinatra Jr.,Spring 2001,Environmental Case Studies
Frank Sinatra Jr.,Spring 2004,AMERICAN HEALT POLICY
Frank Sinatra Jr.,Spring 2005,"BEING HUMAN: Being Human: Biology, Culture & Human Diversity"
Frank Sinatra Jr.,Spring 2004,AFGHANISTAN & ISLAMISM: AFGHANISTAN & ISLAMISM
Frank Sinatra Jr.,Spring 2002,ANALYTICAL MECHANICS
Frank Sinatra Jr.,Spring 2005,CONTEMPORARY AFRICAN ART
Frank Sinatra Jr.,Fall 2005,A WORLD AT WAR
Frank Sinatra Jr.,Fall 2004,EXPERIMENTAL WRITING SEM: The Ecology of Poetry
Frank Sinatra Jr.,Spring 2002,19TH-CENT BRITISH LIT
Frank Sinatra Jr.,Spring 2005,ELEMENTARY ARABIC II
Carolyn Chute,Spring 2001,A WORLD AT WAR
Carolyn Chute,Spring 2002,EXPERIMENTAL WRITING SEM: The Ecology of Poetry
Loretta Lynn,Fall 2005,COMPUT LINEAR ALGEBRA
Loretta Lynn,Fall 2005,Environmental Case Studies
Loretta Lynn,Fall 2003,EXPERIMENTAL WRITING SEM: The Ecology of Poetry
Loretta Lynn,Spring 2001,EXPERIMENTAL WRITING SEM
Loretta Lynn,Spring 2002,ELEMENTARY FRENCH I
Joan Lunden,Summer 2002,BEHAVIORAL PHARMACOLOGY
Joan Lunden,Summer 2004,AMERICAN FOREIGN POLICY
Joan Lunden,Spring 2005,COMPUT LINEAR ALGEBRA
Joan Lunden,Spring 2005,Environmental Case Studies
Joan Lunden,Summer 2000,BRITAIN SINCE 1945
Joan Lunden,Summer 2001,ART - from ancient to 1945
Joan Lunden,Summer 2001,ANALYTICAL MECHANICS
Joan Lunden,Summer 2004,A WORLD AT WAR
Joan Lunden,Summer 2002,ELEMENTARY ARABIC II
Christina Ricci,Fall 2001,CREATIVE WRITING: WRITING PERSONAL ESSAY
Christina Ricci,Fall 2000,CURR ISSUES GLOBAL HEALT
Christina Ricci,Fall 2001,ABNORMAL PSYCHOLOGY
Christina Ricci,Fall 2001,CRIME AND DETECTION: Dark Deeds
Christina Ricci,Fall 2002,AFRO AMER HIST 1876-PRES
Christina Ricci,Fall 2002,ANIMAL COGNITION
Christina Ricci,Fall 2000,CREATIVE WRITING: CREAT. WRITE: FICT/POET
Christina Ricci,Fall 2002,FORMAL LOGIC I
John E. Baldacci,Fall 2001,CONTEMPORARY AFRICAN ART
John E. Baldacci,Fall 2005,COMM and  THE PRESIDENCY
Nelson Mandela,Spring 2003,BEHAVIORAL PHARMACOLOGY
Nelson Mandela,Fall 2005,AMERICAN FOREIGN POLICY
Nelson Mandela,Spring 2002,CURR ISSUES GLOBAL HEALT
Nelson Mandela,Spring 2001,BEG RDG/WRTG CHINESE II
Nelson Mandela,Spring 2004,COMPUT LINEAR ALGEBRA
Nelson Mandela,Fall 2004,Environmental Case Studies
Nelson Mandela,Fall 2005,ECONOMETRICS
Nelson Mandela,Spring 2001,EUR PRE-1800: BF SEM: UTOPIA
Nelson Mandela,Spring 2003,ANALYTICAL MECHANICS
Nelson Mandela,Spring 2005,CONTEMPORARY AFRICAN ART
Nelson Mandela,Fall 2004,A WORLD AT WAR
Nelson Mandela,Spring 2002,EXPERIMENTAL WRITING SEM
Nelson Mandela,Spring 2004,ELEMENTARY FRENCH I
Fred Rogers,Summer 2004,BEHAVIORAL PHARMACOLOGY
Fred Rogers,Summer 2002,COMPUT LINEAR ALGEBRA
Fred Rogers,Summer 2001,Environmental Case Studies
Fred Rogers,Summer 2001,ART - from ancient to 1945
Fred Rogers,Summer 2004,ANALYTICAL MECHANICS
Fred Rogers,Summer 2002,ELEMENTARY ARABIC II
Gillian Anderson,Spring 2005,COMPUT LINEAR ALGEBRA
Gillian Anderson,Summer 2001,Environmental Case Studies
Gillian Anderson,Summer 2001,A WORLD AT WAR
Diane Ladd,Spring 2005,BEHAVIORAL PHARMACOLOGY
Diane Ladd,Spring 2004,AMERICAN FOREIGN POLICY
Diane Ladd,Spring 2004,COMPUT LINEAR ALGEBRA
Diane Ladd,Summer 2002,Environmental Case Studies
Diane Ladd,Spring 2005,ANALYTICAL MECHANICS
Diane Ladd,Spring 2005,A WORLD AT WAR
Diane Ladd,Summer 2003,BECOMING HUMAN
Diane Ladd,Summer 2003,ELEMENTARY ARABIC II
Diane Ladd,Summer 2002,ELEMENTARY FRENCH I
Barbara Jordan,Spring 2004,BEHAVIORAL PHARMACOLOGY
Barbara Jordan,Spring 2004,AMERICAN FOREIGN POLICY
Barbara Jordan,Spring 2002,COMPUT LINEAR ALGEBRA
Barbara Jordan,Spring 2005,CONTEMPORARY POL.THOUGHT
Barbara Jordan,Summer 2001,CONTEMPORARY AFRICAN ART
Barbara Jordan,Spring 2002,A WORLD AT WAR
Barbara Jordan,Summer 2000,FR FOR PROFESSIONS I
Barbara Jordan,Summer 2001,CELL. BIOL. And BIOCHEM.
Barbara Jordan,Spring 2005,"EYE, MIND AND IMAGE"
Barbara Jordan,Summer 2000,Environmental Studies Research Seminar Junior Level
Tina Louise,Summer 2004,AMERICAN FOREIGN POLICY
Tina Louise,Summer 2001,COMPUT LINEAR ALGEBRA
Tina Louise,Summer 2001,Environmental Case Studies
Tina Louise,Summer 2002,A WORLD AT WAR
Dave Brubeck,Summer 2001,Environmental Case Studies
Kelsey Grammer,Summer 2003,FOOD/FEAST ARCH OF TABLE
Kelsey Grammer,Summer 2003,CONTEMPORARY POL.THOUGHT
Kelsey Grammer,Spring 2005,Environmental Case Studies
Kelsey Grammer,Summer 2001,EXPERIMENTAL WRITING SEM: The Ecology of Poetry
Jeff Bridges,Summer 2002,Environmental Case Studies
Jeff Bridges,Summer 2003,"BEING HUMAN: Being Human: Biology, Culture & Human Diversity"
Jeff Bridges,Summer 2004,ANALYTICAL MECHANICS
Jeff Bridges,Summer 2004,EXPERIMENTAL WRITING SEM: The Ecology of Poetry
Jeff Bridges,Summer 2003,ELEMENTARY ARABIC II
Elizabeth Dole,Fall 2003,BEHAVIORAL PHARMACOLOGY
Elizabeth Dole,Fall 2003,AMERICAN FOREIGN POLICY
Elizabeth Dole,Spring 2001,AMERICAN HEALTH POLICY
Elizabeth Dole,Fall 2001,Environmental Case Studies
Elizabeth Dole,Fall 2000,COMPUTER LINEAR ALGEBRA
Elizabeth Dole,Fall 2005,"Business German, A Micro Perspective"
Elizabeth Dole,Fall 2004,AMERICAN HEALT POLICY
Elizabeth Dole,Fall 2002,ANALYTICAL MECHANICS
Elizabeth Dole,Spring 2003,CONTEMPORARY AFRICAN ART
Elizabeth Dole,Spring 2001,FRESHWATER ECOLOGY
Elizabeth Dole,Spring 2002,FICTION WRITING WORKSHOP
Elizabeth Dole,Fall 2002,A WORLD AT WAR
Elizabeth Dole,Spring 2002,"BIBLE IN TRANSLATION: Proverbs, Ecclesiastes, and Job"
Hayley Mills,Fall 2004,BEHAVIORAL PHARMACOLOGY
Hayley Mills,Fall 2004,AMERICAN FOREIGN POLICY
Hayley Mills,Fall 2004,BEG RDG/WRTG CHINESE II
Hayley Mills,Fall 2003,COMPUT LINEAR ALGEBRA
Hayley Mills,Spring 2002,CONTEMPORARY POL.THOUGHT
Hayley Mills,Fall 2003,Environmental Case Studies
Hayley Mills,Spring 2001,AFRICAN-AMERICAN LIT: AFRICAN-AMER LIT:CHANGE
Hayley Mills,Spring 2001,ANALYTICAL MECHANICS
Hayley Mills,Spring 2002,CONTEMPORARY AFRICAN ART
Hayley Mills,Spring 2001,FRESHWATER ECOLOGY
Hayley Mills,Spring 2002,AESTHETICS
Hayley Mills,Fall 2003,A WORLD AT WAR
Hayley Mills,Spring 2001,19TH-CENT BRITISH LIT
Frank Keating,Spring 2002,COMPUT LINEAR ALGEBRA
Frank Keating,Fall 2004,Environmental Case Studies
Frank Keating,Spring 2002,ANALYTICAL MECHANICS
Frank Keating,Fall 2005,A WORLD AT WAR
Frank Keating,Fall 2004,EXPERIMENTAL WRITING SEM: The Ecology of Poetry
Nolan Ryan,Summer 2004,BEHAVIORAL PHARMACOLOGY
Nolan Ryan,Summer 2002,AMERICAN FOREIGN POLICY
Nolan Ryan,Summer 2002,"ENERGY,OIL&GLOBAL WARMIN"
Nolan Ryan,Spring 2005,COMPUT LINEAR ALGEBRA
Nolan Ryan,Spring 2004,Environmental Case Studies
Nolan Ryan,Summer 2000,BRITAIN SINCE 1945
Nolan Ryan,Summer 2001,AMERICAN HEALT POLICY
Nolan Ryan,Summer 2001,ART - from ancient to 1945
Nolan Ryan,Spring 2005,"BEING HUMAN: Being Human: Biology, Culture & Human Diversity"
Nolan Ryan,Spring 2004,ANALYTICAL MECHANICS
Nolan Ryan,Summer 2004,CONTEMPORARY AFRICAN ART
Nolan Ryan,Summer 2003,A WORLD AT WAR
Nolan Ryan,Summer 2003,COMPARATIVE POLITICS
Debbie Reynolds,Spring 2005,BEHAVIORAL PHARMACOLOGY
Debbie Reynolds,Spring 2002,FOOD/FEAST ARCH OF TABLE
Debbie Reynolds,Summer 2002,AMERICAN HEALTH POLICY
Debbie Reynolds,Summer 2000,COMPUT LINEAR ALGEBRA
Debbie Reynolds,Summer 2003,CONTEMPORARY POL.THOUGHT
Debbie Reynolds,Spring 2005,Environmental Case Studies
Debbie Reynolds,Summer 2003,"BEING HUMAN: Being Human: Biology, Culture & Human Diversity"
Debbie Reynolds,Summer 2000,BRITAIN SINCE 1945
Debbie Reynolds,Summer 2001,ART - from ancient to 1945
Debbie Reynolds,Summer 2001,ANALYTICAL MECHANICS
Debbie Reynolds,Summer 2004,CONTEMPORARY AFRICAN ART
Debbie Reynolds,Summer 2002,FRESHWATER ECOLOGY
Debbie Reynolds,Spring 2001,A WORLD AT WAR
Debbie Reynolds,Spring 2002,EXPERIMENTAL WRITING SEM: The Ecology of Poetry
George Grizzard,Fall 2004,EXPERIMENTAL WRITING SEM: The Ecology of Poetry
Loni Anderson,Fall 2004,BEHAVIORAL PHARMACOLOGY
Loni Anderson,Summer 2000,CREATIVE WRITING: WRITING PERSONAL ESSAY
Loni Anderson,Fall 2003,CURR ISSUES GLOBAL HEALT
Loni Anderson,Spring 2002,DANTE'S DIVINE COMEDY
Loni Anderson,Spring 2001,ECONOMETRIC FORECASTING
Loni Anderson,Summer 2000,AFRO AMER HIST 1876-PRES
Loni Anderson,Summer 2002,DRAMATURGY
Loni Anderson,Spring 2005,BEHAVIORAL ECON & PSYCH
Loni Anderson,Fall 2000,ENVIRONMENTAL SYSTEMS II
Loni Anderson,Summer 2002,EURO ART & CIV > 1400: RENAISSANCE TO CONTEMP
Loni Anderson,Fall 2002,CREATIVE WRITING: CREAT. WRITE: FICT/POET
Loni Anderson,Fall 2002,CEL BIO BIOCHEMISTRY
Loni Anderson,Summer 2002,FORMAL LOGIC I
Loni Anderson,Fall 2005,CREAT.NON-FICTION WRIT
Loni Anderson,Fall 2001,FOOD/FEAST ARCH OF TABLE
Loni Anderson,Spring 2005,DIGITAL MEDIA & THE CITY
Gloria Estefan,Summer 2004,AMERICAN FOREIGN POLICY
Gloria Estefan,Summer 2002,COMPUT LINEAR ALGEBRA
Gloria Estefan,Summer 2002,Environmental Case Studies
Gloria Estefan,Summer 2003,A WORLD AT WAR
Gloria Estefan,Summer 2004,EXPERIMENTAL WRITING SEM: The Ecology of Poetry
Gloria Estefan,Summer 2003,COMPARATIVE POLITICS
Buffy Sainte-Marie,Spring 2004,ABNORMAL PSYCHOLOGY
Buffy Sainte-Marie,Summer 2000,CRIME AND DETECTION: Dark Deeds
Buffy Sainte-Marie,Spring 2005,AFRO AMER HIST 1876-PRES
Buffy Sainte-Marie,Spring 2005,BEG RDG/WRTG CHINESE II
Buffy Sainte-Marie,Spring 2001,CONTEMPORARY SOCIO THEOR
Buffy Sainte-Marie,Spring 2001,BIOLOGICAL CHEMISTRY II
Buffy Sainte-Marie,Spring 2002,ANTHROPOLOGY & CINEMA
Buffy Sainte-Marie,Spring 2002,ARCHAEOL OF PRIVATE LIFE
Buffy Sainte-Marie,Spring 2004,FORENSIC ANTHROPOLOGY
Buffy Sainte-Marie,Summer 2001,EURO ART & CIV > 1400: RENAISSANCE TO CONTEMP
Buffy Sainte-Marie,Summer 2000,AMERICAN POETRY
Brian Mulroney,Spring 2001,BEHAVIORAL PHARMACOLOGY
Brian Mulroney,Fall 2002,AMERICAN FOREIGN POLICY
Brian Mulroney,Fall 2004,BIOLOGICAL CHEMISTRY II
Brian Mulroney,Fall 2003,ANTH OF GLOBAL LABOR: Anthropology of Global Labor
Brian Mulroney,Fall 2001,COMPUT LINEAR ALGEBRA
Brian Mulroney,Fall 2000,ENVIRONMENTAL SYSTEMS II
Brian Mulroney,Fall 2001,ANALYTICAL MECHANICS
Brian Mulroney,Spring 2004,CONTEMPORARY AFRICAN ART
Brian Mulroney,Fall 2000,A WORLD AT WAR
Brian Mulroney,Fall 2003,AMERICAN POETRY
Brian Mulroney,Fall 2002,EXPERIMENTAL WRITING SEM
Brian Mulroney,Fall 2005,ELEMENTARY GERMAN I
Brian Mulroney,Fall 2004,ELEMENTARY FRENCH I
Tabitha King,Fall 2001,BEHAVIORAL PHARMACOLOGY
Tabitha King,Fall 2002,Environmental Case Studies
Tabitha King,Fall 2002,A WORLD AT WAR
George W. Bush,Summer 2002,BEHAVIORAL PHARMACOLOGY
George W. Bush,Summer 2004,FOOD/FEAST ARCH OF TABLE
George W. Bush,Spring 2005,COMPUT LINEAR ALGEBRA
George W. Bush,Spring 2005,Environmental Case Studies
George W. Bush,Summer 2001,ANALYTICAL MECHANICS
George W. Bush,Summer 2002,19TH-CENT BRITISH LIT
Leo Buscaglia,Fall 2004,BEHAVIORAL PHARMACOLOGY
Leo Buscaglia,Spring 2001,CREATIVE WRITING: WRITING PERSONAL ESSAY
Leo Buscaglia,Fall 2004,FOOD/FEAST ARCH OF TABLE
Leo Buscaglia,Spring 2001,CREATIVE WRITING: CREAT. WRITE: FICT/POET
Leo Buscaglia,Fall 2003,A WORLD AT WAR
Tom Poston,Fall 2004,BEHAVIORAL PHARMACOLOGY
Tom Poston,Fall 2005,CREATIVE WRITING: WRITING PERSONAL ESSAY
Tom Poston,Fall 2004,AMERICAN FOREIGN POLICY
Tom Poston,Fall 2003,COMPUT LINEAR ALGEBRA
Tom Poston,Fall 2004,Environmental Case Studies
Tom Poston,Spring 2001,EUR PRE-1800: BF SEM: UTOPIA
Tom Poston,Spring 2001,ANALYTICAL MECHANICS
Tom Poston,Spring 2001,CONTEMPORARY AFRICAN ART
Tom Poston,Fall 2003,A WORLD AT WAR
Tom Poston,Spring 2002,EUROPE IN A WIDER WORLD
Bruce Jenner,Fall 2000,20th Century Russian Literature: Fiction and Reality
Roger Mudd,Fall 2001,BEHAVIORAL PHARMACOLOGY
Roger Mudd,Fall 2005,CREATIVE WRITING: CREAT. WRITE: FICT/POET
Roger Mudd,Fall 2001,COMPUT LINEAR ALGEBRA
Roger Mudd,Fall 2002,CONTEMPORARY POL.THOUGHT
Roger Mudd,Fall 2000,ENVIRONMENTAL SYSTEMS II
Roger Mudd,Fall 2004,AFRICAN-AMERICAN LIT
Roger Mudd,Fall 2003,ANALYTICAL MECHANICS
Roger Mudd,Spring 2001,CONTEMPORARY AFRICAN ART
Roger Mudd,Fall 2000,A WORLD AT WAR
Roger Mudd,Spring 2001,AMERICAN POETRY
Roger Mudd,Fall 2003,FOOD/FEAST ARCH OF TABLE
Roger Mudd,Fall 2004,20TH-CENT POETRY
Roger Mudd,Fall 2005,AMERICAN SOUTH 1861-PRES
Ursula K. Le Guin,Fall 2001,BEHAVIORAL PHARMACOLOGY
Ursula K. Le Guin,Fall 2000,ENVIRONMENTAL SYSTEMS II
Ursula K. Le Guin,Fall 2001,"EUR PRE-1800, BF SEM, UTOPIA"
Ursula K. Le Guin,Fall 2000,COMPUTER LINEAR ALGEBRA
Ursula K. Le Guin,Fall 2002,ANALYTICAL MECHANICS
Ursula K. Le Guin,Fall 2004,CONTEMPORARY AFRICAN ART
Ursula K. Le Guin,Fall 2001,A WORLD AT WAR
Ursula K. Le Guin,Fall 2004,"DNA, DIET, AND DISEASE: The Biology of Food"
Ursula K. Le Guin,Fall 2002,CEL BIO BIOCHEMISTRY
Ursula K. Le Guin,Fall 2002,FOOD/FEAST ARCH OF TABLE
Ursula K. Le Guin,Fall 2003,CELL BIOLOGY & BIOCHEM
Ursula K. Le Guin,Fall 2004,EXPERIMENTAL WRITING SEM
Ursula K. Le Guin,Fall 2003,ELEMENTARY FRENCH I
Louise Fletcher,Spring 2001,Environmental Case Studies
ILee Iacocca,Spring 2004,BEHAVIORAL PHARMACOLOGY
ILee Iacocca,Spring 2004,AMERICAN FOREIGN POLICY
ILee Iacocca,Summer 2002,AMERICAN HEALTH POLICY
ILee Iacocca,Spring 2002,COMPUT LINEAR ALGEBRA
Laura Bush,Spring 2005,COMPUT LINEAR ALGEBRA
ILee Iacocca,Spring 2005,CONTEMPORARY POL.THOUGHT
ILee Iacocca,Spring 2001,Environmental Case Studies
ILee Iacocca,Spring 2003,ANALYTICAL MECHANICS
ILee Iacocca,Summer 2004,CONTEMPORARY AFRICAN ART
ILee Iacocca,Summer 2000,FRESHWATER ECOLOGY
ILee Iacocca,Spring 2002,A WORLD AT WAR
ILee Iacocca,Spring 2005,BECOMING HUMAN
ILee Iacocca,Spring 2001,EXPERIMENTAL WRITING SEM: The Ecology of Poetry
ILee Iacocca,Summer 2002,ELEMENTARY ARABIC II
ILee Iacocca,Summer 2001,ELEMENTARY FRENCH I
Karen Kwiatkowski,Fall 2002,BEHAVIORAL PHARMACOLOGY
Karen Kwiatkowski,Fall 2001,BEG RDG/WRTG CHINESE II
Karen Kwiatkowski,Fall 2001,COMPUT LINEAR ALGEBRA
Karen Kwiatkowski,Fall 2003,AMERICAN HEALT POLICY
Karen Kwiatkowski,Fall 2002,EUR PRE-1800: BF SEM: UTOPIA
Karen Kwiatkowski,Fall 2004,CONTEMPORARY AFRICAN ART
Karen Kwiatkowski,Fall 2000,A WORLD AT WAR
Karen Kwiatkowski,Fall 2000,FOOD/FEAST ARCH OF TABLE
Karen Kwiatkowski,Fall 2003,BECOMING HUMAN
Karen Kwiatkowski,Fall 2004,ELEMENTARY FRENCH I
Dr. Benjamin Spock,Fall 2003,BEG RDG/WRTG CHINESE II
Dr. Benjamin Spock,Fall 2001,COMPUT LINEAR ALGEBRA
Dr. Benjamin Spock,Fall 2003,CONTEMPORARY POL.THOUGHT
Dr. Benjamin Spock,Fall 2001,Environmental Case Studies
Dr. Benjamin Spock,Spring 2001,AFRICAN-AMERICAN LIT: AFRICAN-AMER LIT:CHANGE
Dr. Benjamin Spock,Spring 2002,"BEING HUMAN: Being Human: Biology, Culture & Human Diversity"
Dr. Benjamin Spock,Spring 2002,ANALYTICAL MECHANICS
Dr. Benjamin Spock,Spring 2003,CONTEMPORARY AFRICAN ART
Dr. Benjamin Spock,Fall 2000,FOOD/FEAST ARCH OF TABLE
Dr. Benjamin Spock,Spring 2003,AMERICAN SOUTH 1861-PRES
Dr. Benjamin Spock,Spring 2001,ELEMENTARY ARABIC II
James Carville,Fall 2005,COMPUT LINEAR ALGEBRA
James Carville,Fall 2005,Environmental Case Studies
William Cohen,Spring 2005,COMPUT LINEAR ALGEBRA
William Cohen,Summer 2003,Environmental Case Studies
William Cohen,Summer 2003,"BEING HUMAN: Being Human: Biology, Culture & Human Diversity"
William Cohen,Summer 2001,COMMUNICATIONS INTERNSHP
William Cohen,Summer 2000,A WORLD AT WAR
William Cohen,Summer 2004,EXPERIMENTAL WRITING SEM: The Ecology of Poetry
William Cohen,Summer 2000,EXPERIMENTAL WRITING SEM
William Cohen,Summer 2002,ELEMENTARY FRENCH I
Carolyn Hart,Spring 2005,BEHAVIORAL PHARMACOLOGY
Carolyn Hart,Summer 2004,FOOD/FEAST ARCH OF TABLE
Carolyn Hart,Spring 2001,Environmental Case Studies
Carolyn Hart,Spring 2004,A WORLD AT WAR
Carolyn Hart,Spring 2002,EXPERIMENTAL WRITING SEM: The Ecology of Poetry
Rosalynn Carter,Summer 2004,BEHAVIORAL PHARMACOLOGY
Christopher Lee,Summer 2004,FOOD/FEAST ARCH OF TABLE
Christopher Lee,Summer 2001,COMPUT LINEAR ALGEBRA
Christopher Lee,Summer 2002,Environmental Case Studies
Christopher Lee,Summer 2003,ACCELERATED INTERMD GRMN
Christopher Lee,Summer 2001,ANALYTICAL MECHANICS
Christopher Lee,Summer 2002,A WORLD AT WAR
Phyllis Diller,Fall 2004,A WORLD AT WAR
Heather Pringle,Summer 2003,BEHAVIORAL PHARMACOLOGY
Heather Pringle,Summer 2002,COMPUT LINEAR ALGEBRA
Heather Pringle,Summer 2002,Environmental Case Studies
Heather Pringle,Summer 2003,BRITAIN SINCE 1945
Heather Pringle,Summer 2004,EXPERIMENTAL WRITING SEM: The Ecology of Poetry
Newt Gingrich,Spring 2001,AMERICAN FOREIGN POLICY
Kevin Spacey,Summer 2002,FOOD/FEAST ARCH OF TABLE
Newt Gingrich,Fall 2003,AMERICAN HEALTH POLICY
Kevin Spacey,Spring 2005,AMERICAN HEALTH POLICY
Kevin Spacey,Spring 2004,COMPUT LINEAR ALGEBRA
Newt Gingrich,Spring 2005,CONTEMPORARY POL.THOUGHT
